t,stps,spk,a_mu,dcc_mu,hw,rrc,m,d,aux,uphill,ele,e,epk,e_slow,epk_slow,time_slow
197,5,5.870391155903501,1.0222041683487952,0.8288713572445815,-1.2376587616056838,0.016932625587158984,4.904266916669089,851.7319999999999,61.37201096139883,20.1826346537249,7.194332192395421,5.705689955258339,6.698926370335199,13.742919452318036,16.1352625618364,581
149,3,5.048754135771097,1.0444822120335815,0.7735426805120508,1.9516249396649321,0.013215404063079191,3.8660402589846328,594.2059999999999,62.31486141842779,6.892888325676459,0.5799219560925545,3.932888008073159,6.618728198761305,7.872446345874556,13.248682015790074,339
312,4,3.1960650047661328,0.9138533665041957,0.931307012759718,-2.61430004294556,0.016244850596717115,4.245245137223604,1251.5389999999998,63.357031622694095,6.067770969684357,0.129635452403556,7.746341081979248,6.189452411774024,9.874226535001467,7.889667469412834,460
488,8,5.967610792424117,1.0039812445146508,0.9457744404029966,1.6413274743242123,0.020090029306142086,3.2756294861685484,1340.5700000000002,61.81416720486153,18.116801638173058,4.771270396916282,13.049249717997553,9.734105431269946,13.123155422101064,9.789235490948672,542
288,4,3.771048342011458,0.8706440104123114,0.7455658869051307,-5.645486122947929,0.016887521506314934,6.249153683367218,1060.713,66.27497950574437,11.654715247433074,2.2251355577238403,7.925336356677556,7.4717066319330065,12.165804607812953,11.469459323882099,509
634,11,5.214231438876647,1.0569872397379163,1.0773841622155618,1.125436091688375,0.019040943718468626,5.213641107546006,2109.611,57.55963036630471,19.522362979114753,-3.627859418974809,16.414120233555177,7.780638342118609,16.32505345250505,7.73841881394487,751
153,3,4.1917297172678305,1.3238926051595186,1.0504637810552853,-6.02511114559211,0.02135447692682981,4.42820480562391,715.6949999999999,61.68172635213467,4.40829318008818,-2.4955678055123838,3.799979671260434,5.309495904345335,4.334022580820184,6.055683749111261,201
417,6,3.59550992720291,0.9651712323027949,0.9863468670133256,0.6837622673479271,0.017461265547773826,5.196593488502645,1668.7479999999996,61.695717247739964,9.313746460990224,1.945879286119629,11.247696783706402,6.7402009073307685,17.363275204564193,10.404971394461114,757
141,2,4.240459496191008,0.7720248084540413,0.9470530146917511,-3.396959543109849,0.016585594269261466,4.7816813115001295,471.64699999999993,62.83080748179516,6.47854642840133,-0.7349654159792635,3.7162127362890747,7.879224793731488,5.303850288177062,11.245381160437919,223
361,2,1.4304821440066375,0.7527510775796307,0.9211640346719345,2.1749648010930054,0.01968029470542371,3.0949053779869335,1398.1299999999999,61.17349195551466,10.402503907539842,2.7657924978567734,10.180738506851544,7.281682323425965,11.513372359269281,8.234836788617141,498
59,1,4.391627800760629,1.3272026321078194,1.0032653124355726,0.9607434030908919,0.014151109742033537,3.546282431387237,227.70600000000005,61.04152634768983,5.892091203693549,-1.6996168776759444,1.900373075824847,8.345731231609385,1.64116846657611,7.207401063547335,70
70,2,2.710555989244514,1.0932932348517759,0.6862138177485213,-1.4857447354852962,0.01818934179907483,4.259426861149042,737.856,65.09749887571216,3.281254627066041,2.1757879507354314,1.8683144610087146,2.532085476039654,5.590478706926902,7.57665277090232,249
505,10,6.964976615091012,1.0693148240104287,1.0251719157627244,0.7235674225089228,0.019965024450173736,3.577016367481106,1435.7550000000006,57.63982261996585,14.851883155351006,0.5613783123736399,12.654930609152386,8.814129575834583,13.311217766090227,9.271232045920245,620
139,3,6.805190091643227,1.2187278603136142,1.0422933319957128,-3.4462618928670836,0.020151304363083402,3.910981185306206,440.84000000000003,63.6813364482829,11.267452341909499,5.297801020451385,4.113119749173826,9.330187254273264,3.4212861036470237,7.760834097738462,120
267,4,4.191312457104536,0.9045083102616147,1.1478203636431323,4.435429545866172,0.011649982222654896,4.290490524921572,954.355,56.16988555851167,12.547556936155551,3.668770702882018,7.570339219048346,7.93241426832609,9.85336211963849,10.32462984910069,452
225,6,11.232063798122374,1.0373726626305342,1.0961370104826118,-3.923729566119185,0.015324504837276773,3.4500209116083624,534.1850000000001,63.8478135675939,10.299120791510003,3.218186218760638,5.719418556609128,10.70681235266645,5.490576689892352,10.278417944892409,228
252,2,0.8092827973992887,0.9629426036095952,1.0511694047864821,-0.3513251354640826,0.013359389874871622,3.281201056525603,2471.3240000000005,53.9489557584872,11.047790012904391,0.750823727438903,5.937117354668147,2.4024034706368513,24.31213389085907,9.83769586297024,1330
142,2,1.5096618357487923,1.1998545800638265,1.2469898786535174,-4.8210088202451695,0.015253360388584464,4.470174259765708,1324.8,58.741545438988474,5.542766225534122,-0.6365459802519561,3.505588382712676,2.6461264966128293,6.943547191108513,5.241204099568624,321
738,13,5.924068030174467,1.0564742666552234,0.9989024140982827,-0.0666918160410557,0.014016892620570678,2.8908276794256897,2194.4380000000006,54.31264730705054,28.63054464809085,-7.672034313185624,17.276379392919424,7.872803602981454,23.846029217323828,10.866576871765718,1200
435,7,4.375284393485576,0.9842060834926988,0.7745627620986634,-2.6329801365981704,0.014106018166577956,2.818604617389756,1599.8960000000002,61.0580309485643,15.568198321554451,1.406189089428645,10.650183419180882,6.656797328814424,17.84860212327195,11.156101473640753,837
622,13,7.49705596379268,1.025659070012082,1.0068035941019413,-1.7437657161019373,0.017842394470755828,4.845231911472392,1734.014,58.51310890841099,39.087125206906265,-5.771037424311018,16.3672073507213,9.43891303687358,22.981516219642184,13.253362556266666,939
315,8,10.046338737426382,1.1063183804708188,1.1611383967888438,0.895064330748418,0.016877566328637468,2.457292072921827,796.3099999999998,58.10854330856087,11.465267356741826,-1.3802773230064902,7.701021280017624,9.670883550398244,9.64282590343697,12.109386926494672,428
605,11,6.121187265482012,1.0371865579743094,1.0316881089993972,-3.371165022859973,0.012461526478752484,5.885836394817806,1797.0370000000003,53.20565336770874,24.072370160073945,-5.390733429609534,13.619840618645277,7.579054086613284,21.298328055869902,11.851914042877192,1090
817,11,3.9360400645939975,1.1584514801706443,1.0447109761075661,1.3290612738247145,0.012086698403627302,3.7758701179646095,2794.686999999999,55.8345267263505,22.873787961984952,-0.9585856218507552,19.986851670724104,7.151731721915231,25.247623924593526,9.03415084572746,1300
409,4,2.613163024788464,0.84469944997755,1.4264698884933154,1.391724764768777,0.020217622254330214,3.611617998028244,1530.7120000000002,54.56899980471989,14.772007039299043,0.5734834835232324,10.853496960560664,7.090489236747776,18.509844314134835,12.092310189072034,912
533,6,3.0953012295568247,1.0169675826592737,1.0974063434050576,6.43943574489645,0.008393947474422781,2.2289081318343547,1938.422,61.72228228897496,17.575364951838328,-9.394726780832753,16.313513409097308,8.41587301892844,23.963095833611707,12.36216666629439,1070
705,9,3.443746214270654,0.9344349238415235,1.0575540506482275,3.636940967302862,0.01736236625901282,3.9461708774591227,2613.4330000000004,60.012315124215256,25.31902617435109,1.841143055002954,20.144647772786136,7.708117167260891,24.37146207468524,9.325458917326458,1037
139,4,14.865909496342985,1.014466782038941,0.971356812453821,-1.6654482940001147,0.01238745108283355,4.150161652142696,269.07200000000006,57.93514451813679,9.741623208308102,3.2412878108350927,3.479932775255564,12.933091422576721,2.738813374028889,10.178737936421808,119
431,3,1.6731678533144898,1.11921937375715,0.9683945371759926,-2.955735703792545,0.014444838342832745,4.48407028481037,1793.0059999999999,61.0024743787329,10.702149435172444,3.204029648882687,10.680246281944425,5.956614914810339,20.607892265085653,11.493487620836547,1002
355,9,10.094586273381587,0.9079553964815104,0.8873451481583037,-2.273116402501727,0.012981843037527566,3.4677797652099143,891.5669999999999,54.768827804286154,16.988185738062494,0.2321482263143788,8.09456081448109,9.079026942990366,7.521848341617791,8.436660779972556,336
705,8,2.9259464888276394,0.9924791461308686,0.9885410052927881,-1.1807217488503041,0.013509259231636673,3.8318759019312605,2734.158,61.469330210216675,21.143956968273272,-1.5272763199308736,17.59358932957246,6.434737615592245,30.15985185422673,11.030764079554558,1382
88,1,0.9025498839320848,0.8487803483423424,0.614109093526007,-4.171175593573241,0.015907640342894935,2.7127625914087465,1107.9720000000002,61.34092498534916,6.1714241951936275,0.40367203686122893,2.3504346003525263,2.121384475738129,15.039236742634195,13.573661376491637,679
191,2,2.87334441486496,0.7246991115661354,0.7154055854709658,5.2611296927511715,0.012105703149540424,3.8881224652409103,696.053,58.458013195807425,6.511186077032518,0.6700256632207995,5.303242161957815,7.6190206233689315,7.676380185117572,11.02844206564381,340
210,0,0.0,1.2843477790938995,1.2198939700699385,0.5567744124086145,0.02093468877467491,2.7445719973525327,956.8740000000001,63.201890257100985,10.639535271139128,4.359281273428928,6.668719589412503,6.969276612607827,8.999303984382069,9.404899688341482,390
246,3,3.081581796480011,1.2288873606032686,1.087383620838483,-0.3469123954344134,0.008101998503126873,2.0014121138033056,973.5260000000002,60.37601878941353,11.742200919862837,4.9071236709300345,6.001459018657143,6.164662288071548,8.791068416126391,9.030132134248484,411
132,2,1.969804861281417,0.7096116906661595,0.811151003532794,2.414903347334999,0.014806051945637569,4.727284703143171,1015.3290000000001,54.9222438537242,6.642632109659266,0.8875428857547533,3.4099085624293175,3.3584272313991987,5.9894874060010554,5.899060704462351,271
298,6,4.157427937915742,0.8489645875225692,0.989439949540289,3.521740253959774,0.023818259190962688,5.001771695068759,1443.2000000000003,56.85139717527638,12.140973737920843,2.0789749172864007,8.410790462440401,5.8278758747508315,6.465987003694517,4.480312502559947,264
320,9,14.380994078226214,0.9013532201315587,0.929795734472854,7.862698883074119,0.012642280329819046,3.8321536254543265,625.8260000000001,55.19395370786633,16.193243480292264,3.5999143792062163,8.351039604505374,13.34402789993604,8.56135059649824,13.680081358873295,358
212,3,2.6444882254161763,1.0419605200863244,0.8565449801424148,1.074345709570418,0.015390991261061112,3.0385694066243305,1134.4350000000002,58.07781993012752,16.51586842860594,6.223592564442929,6.236759494691072,5.49767901615436,9.760427436575513,8.603778477017645,448
120,0,0.0,1.1540127103926374,1.358407469637143,1.1501220370525824,0.012363431349823366,1.9313647215683614,439.344,57.90891106286884,3.9537079849738044,-1.1105234441265803,2.850128218892838,6.487236012994004,4.487939679299459,10.215092682042908,223
971,14,3.8592211264790817,1.0798661786042973,0.9973287535649957,-1.5337412635798613,0.011902444108084454,2.7318834859638876,3627.6749999999997,60.00109622069695,30.183671315567672,-4.55017253472369,23.07170021610563,6.359913778413345,38.57911773419242,10.634667585765657,1735
478,7,4.170882236927561,1.109084908870348,1.0110247074911907,-4.866384067426093,0.01945078409551442,4.81822430167054,1678.3020000000001,59.80113472464085,15.345865236037278,2.1531467276820875,12.124248292466001,7.224115977020822,16.738425994506333,9.973429093516144,771
290,6,7.343078414286695,1.0459550741747388,1.0083038575824217,1.1252347806393264,0.008903153453882125,4.603278116564269,817.0959999999998,63.36029612386877,10.760953816137114,-2.5168805711968396,7.590391088911745,9.28947282683032,11.126590565337919,13.617237834156478,494
275,2,1.902755856444682,1.122529696530493,1.0812352291857286,-2.0071869904223214,0.01687706049471636,3.9007646032282723,1051.1069999999997,62.88179874652504,10.109258862299573,0.8929062092159205,7.313041135129946,6.957465924144684,5.2986356980499485,5.041005052815698,230
542,10,6.141540396596112,0.9835572343432618,1.0939052398196591,-4.184857481029141,0.015079771892216088,4.102716610385265,1628.256,58.43974861885193,13.04366224488571,-1.6897742874554524,12.458501916965279,7.651439280411236,19.926860148363865,12.238161657849787,988
411,6,3.663072988560833,0.9551179224682546,1.0633565678426737,2.1406710116916647,0.016719852841628958,4.559728130015167,1637.9690000000003,59.81892907554938,49.72362955388665,6.3219338275580865,13.697956179088777,8.36276887968501,24.363062465377375,14.873946005924026,883
279,3,2.3852173767856324,0.7225874172694376,1.0949259577239232,-5.821562348422401,0.012630046834298993,3.806199532822069,1257.7470000000003,61.867080842761446,8.845293495370798,0.05411111700482645,6.686222595778573,5.316031440169263,11.588933209653923,9.214041623358211,527
583,14,9.862766646941132,1.0748162399881012,1.0468095211405803,-1.4529401651494336,0.013598887519886546,2.8119254314825817,1419.48,58.62715642830959,26.884078653038248,1.6292956054169772,13.82271184907518,9.737870099666905,16.713929688606868,11.774684876579357,785
194,4,4.504575522587068,0.8853318264414938,0.9581626525960178,1.7929280505739982,0.013486193799804903,5.777087445416923,887.9860000000001,62.79093943453325,10.296945135390757,2.1635438262594016,5.426782828960972,6.111338274433349,7.726788431839637,8.701475509568436,316
199,5,9.676364318987154,1.0700203157455077,1.0929904338044079,0.9903697714378681,0.015579413353085441,5.405742005967903,516.7230000000001,61.424325178958554,6.326827548356717,-1.9931973256642832,5.222752087776804,10.107450389815828,3.533362432421644,6.838020433426892,154
381,7,5.824019755075009,1.1503780711684164,0.8820749723046987,-3.405025716053771,0.016039532775541633,3.0537893520194856,1201.919,59.20333535624165,18.588389592188776,-7.363999252619091,9.508831596073225,7.9113747233159835,16.700707571759082,13.895035831665096,787
644,12,6.145787293277482,0.9873230965178678,1.0624942100926988,-1.3079743542822317,0.017999457775076864,7.06187804224253,1952.5569999999998,58.11710603640349,16.902723142463792,0.2651544197386182,15.957997940795497,8.172871747557434,21.430447478644584,10.975580983625361,1017
276,3,2.7095155476517983,1.1288547060029905,1.139157773540164,-4.181517220498582,0.016840577775010676,2.170865051108396,1107.209,56.520041488751644,14.763491384919362,2.113634591683273,6.886658257850892,6.219835873670546,13.321491774164475,12.031596360004727,670
319,7,5.614381800419954,1.2234645654906715,0.938228295008096,-0.3540884518347145,0.014360864524154858,3.4337773143963988,1246.7980000000002,51.37748660593227,11.3779878964357,-0.8142635781642559,7.473776347487526,5.994376272249013,13.340475521490157,10.699788996686035,703
638,8,3.629838177276759,0.9802069807903544,0.8968374855469692,-2.33764921204295,0.008307723797415836,3.636115169878322,2203.955,62.469302825660414,15.38415685743802,0.905838281518769,14.716544037449644,6.6773341730886715,20.51285198897653,9.307291659301812,988
170,2,2.372321648858439,1.3050302168737997,0.8812809637746767,1.5073815753877904,0.014000695344497929,5.469588546346681,843.056,60.0962004232592,9.217186062500957,2.687038874302876,5.242875131320417,6.218893088146478,9.139511391756422,10.84093036732604,402
230,5,5.69862913777462,1.1281230754938367,0.8844157458485823,7.022598988894287,0.016088646923519467,5.575054567917505,877.4039999999997,66.3519172217028,13.778267081990606,3.828525081153979,8.13638372945456,9.273246679357015,15.693083652083738,17.885812752259785,601
215,5,11.341983486072044,0.901675514850375,1.01358650494826,2.026966771073458,0.018337917986455208,4.079237570178518,440.84000000000003,58.61262340781548,11.502587527324476,3.532426338863099,5.561023953695256,12.614608369692531,5.559527487204197,12.611213790046722,241
367,8,7.087021537458452,1.0132160634688703,1.0033054359971136,-3.643691440890734,0.014533888697360168,3.7713752018562077,1128.824,55.400925790575165,15.676417880189643,0.05950448613697856,8.565810290091491,7.5882602514577036,12.175760640766622,10.786234737006497,615
401,4,2.650138635377363,1.2291916722300935,1.308542320951758,1.6998449083239193,0.010022294857791339,3.2449498475607887,1509.3550000000002,60.27601103628392,15.707470478757845,-9.0785471275993,10.540406646165394,6.983384721397811,12.913368064345454,8.555553905042519,619
130,2,5.030522696460777,0.7488873957578694,1.1381624478538213,-3.509611538907347,0.011698309829600769,3.098442684296274,397.5729999999999,63.147021239614126,5.556213249660144,0.0205447118980959,3.245052596410288,8.162155368725465,2.0110063220482712,5.05820647289497,88
251,6,4.273711262368833,1.142077920545235,1.1046284323134532,-0.5865565626428785,0.016628694517709285,6.3949279742898035,1403.932,60.41737281110121,8.941390325865658,1.1054853781917198,6.246247476211983,4.449109697771675,13.925705206819828,9.919073863135699,634
135,2,2.584934484835483,0.9787145764807723,1.450917033377598,-4.312454898739733,0.016504609427438057,4.3394590764980485,773.7139999999997,56.96356817841135,11.406358725975839,5.065846440033832,3.827371828953397,4.946752713474744,8.631701278949713,11.156191149377827,407
231,5,6.6999969180014185,0.9387004602289842,1.23484679798059,0.20669323660058259,0.013627966943373203,3.5681939850559194,746.269,58.82315841997101,13.006738402139039,-1.7286956963277547,5.963304941484239,7.990824945809406,4.489186168518356,6.0155066986815156,187
16,1,2.067811820853055,1.4439848659495593,1.2512810746189809,-3.3347109645416886,0.01785792553103449,1.8406611833258824,483.603,57.57128709637791,0.04730054242003154,-0.09761019885816423,0.31161323837262084,0.6443575378412062,1.981044816959784,4.096427890149118,93
489,4,1.8047226885675782,1.0808671700228207,0.8479156353885953,3.0608865523554716,0.012437758171138577,4.161601345976339,2216.4069999999997,58.9745280947722,15.673924830564205,-7.726896522894783,13.37922252852841,6.036446613157427,30.588151157332508,13.800782598743151,1410
48,1,2.4754068331130217,1.1132090676459114,1.295470536861401,1.9215969990691026,0.010834620361031234,5.823465880972776,403.97400000000005,61.350290294461146,3.788866277886228,3.594369737590393,1.4404197305541755,3.5656248435646236,5.505886082509197,13.629308030985154,250
