total,drag,rrc,slope,accel.,aux,mot. loss,bat. loss
5.010375115187496,0.036916978889620755,0.8232586700169774,0.6374489203075596,0.07870620115170528,3.031556573621676,0.0820942398258061,0.23799281797140623
3.7572009526552477,0.002446374642201733,0.6126398123203002,0.5291096371404106,0.0896174584066617,2.163291397136266,0.06678735162459548,0.17846704525112445
23.66389558209939,1.9213946913860607,2.693213680871928,3.1837161778748517,0.32529912455626037,13.604191201879607,0.42163420605295404,1.124035040149722
22.558683745036365,0.05602096991525018,3.403429210040816,1.8625122901343052,0.23442035772017397,15.193892686910202,0.2962507013665317,1.071537477889228
9.734099151019151,0.424367592069336,1.3408124778868842,1.6545763287400415,0.11951029996035013,5.40419015504245,0.18255219182522292,0.46236970967341007
8.570080274507596,0.4026423497152992,1.3752710401398163,0.8072692916272126,0.09150680444255047,5.208187914822954,0.1393359464330651,0.4070788130391112
7.53307477713283,0.040496213470347556,0.9178610752876863,0.7251051535924284,0.10628096977872996,5.151496659362228,0.0952339079984133,0.3578210519138098
3.7489608628240387,0.16185227083593046,0.3740274088144194,0.6898236774980774,0.08411108999304955,2.128594196971536,0.06806363457878682,0.17807564098414197
17.384351217475242,1.0916396182687,1.4965694499438038,1.0721298293991335,0.11256535706468185,12.303945679836813,0.2000314288963218,0.8257566828300746
5.894357725578148,0.01133382090242506,0.5569990802545368,0.8428321866349255,0.11828830804630448,3.8246901134668545,0.0843101119770385,0.2799819919649624
11.959381654013319,1.2957194619140602,2.0186135898890054,1.0375625887993423,0.10958084871233316,6.546232694178133,0.22872104416388986,0.5680706285656332
6.011801267530286,0.5993571924382027,0.7298625087962042,0.7165203606484956,0.041325189875639434,3.4720026741549725,0.10636240517494308,0.2855605602076888
5.5545775428944415,0.2168392262863161,0.8161503250064613,0.6109857267420347,0.08629326464182385,3.3568420712694076,0.09120031323781491,0.2638424332874863
8.19719780887172,0.586722692951698,0.7536680290100958,0.8395822417214385,0.16704282494475473,5.08664828906728,0.12828275739464073,0.38936689592140705
10.563302599023295,1.8628742915327534,0.8474626723054483,0.9536688594632208,0.15569504311094293,5.878770611453477,0.19742742573688635,0.5017568734536071
14.023806834615847,0.0,1.8010244026495184,1.2078746889544758,0.16334547242311803,9.69986827674014,0.17208054026688355,0.6661308246442533
2.7456247338796493,0.33330584206903835,0.3437531538180651,0.34658557601311246,0.05319991133957436,1.4395001657401252,0.05552005824366323,0.13041717485928345
8.933132489778297,0.39199850208234455,1.482961996840787,0.8398495523545078,0.11907533428148098,5.3513682755767995,0.14891761051134783,0.42432379326446945
6.000503791527471,0.8817902542132967,0.6357390301125041,0.6684322767892688,0.08233179051648035,3.2193911966799473,0.11785165175037975,0.28502393009755517
8.816769521245522,0.753056027706866,1.0132511286203214,0.7057831273226352,0.16572138885949603,5.4523795832944035,0.13886869443972027,0.4187965522591627
7.6872050225824,0.8879013729617251,0.8314925520199391,0.651214822787156,0.13662133501091708,4.498570856384931,0.1332030109657467,0.36514223857266437
4.1027896145165705,0.0739855264716554,0.25044169737772376,0.8265942261747468,0.09562186368306617,2.507523027920682,0.0660310375288279,0.19488250668953727
4.524568593101444,0.19833082074823563,0.5002246738659432,0.7883335790013288,0.10764237425660422,2.5146232088231097,0.08472655534460499,0.21491700817231876
11.392624020037593,0.39089369942862606,1.53614819047441,1.1705588802621534,0.23265505393646652,7.00567658942246,0.18132252090662973,0.5411496409517861
